id	site_code	Site	plot_number	Year_est	Age	OS_location	Lat_long	Establishment	Cutting	Cattle	Sheep	Plough	pH_category	Age_category	shannon_entropy
GF311	34	TownsendFarm_3_big	Q1	2014	7	SU0886965184	51.385634, -1.8739384	Green_hay_bush	Yes	No	Yes	No	Below_median	Below_median	6.1741858963735
GF312	NA	TownsendFarm_3_big	Q4	2014	7	SU0886965184	51.385634, -1.8739384	Green_hay_bush	Yes	No	Yes	No	Below_median	Below_median	5.42159681479083
GF313	NA	TownsendFarm_3_big	Q7	2014	7	SU0886965184	51.385634, -1.8739384	Green_hay_bush	Yes	No	Yes	No	Below_median	Below_median	5.74994070383947
GF314	NA	TownsendFarm_3_big	Q10	2014	7	SU0886965184	51.385634, -1.8739384	Green_hay_bush	Yes	No	Yes	No	Below_median	Below_median	5.33415271923474
GF315	NA	TownsendFarm_3_big	Q13	2014	7	SU0886965184	51.385634, -1.8739384	Green_hay_bush	Yes	No	Yes	No	Below_median	Below_median	5.6642348189571
GF316	35	ChurchFarm	Q1	2012	9	SU0979864321	51.377859, -1.8606121	seed_mix	Yes	Yes	Yes	No	Above_median	Below_median	4.81085963518285
GF317	NA	ChurchFarm	Q4	2012	9	SU0979864321	51.377859, -1.8606121	seed_mix	Yes	Yes	Yes	No	Above_median	Below_median	6.50661261628639
GF318	NA	ChurchFarm	Q7	2012	9	SU0979864321	51.377859, -1.8606121	seed_mix	Yes	Yes	Yes	No	Above_median	Below_median	5.06849167618678
GF319	NA	ChurchFarm	Q10	2012	9	SU0979864321	51.377859, -1.8606121	seed_mix	Yes	Yes	Yes	No	Above_median	Below_median	5.53682192607632
GF320	NA	ChurchFarm	Q13	2012	9	SU0979864321	51.377859, -1.8606121	seed_mix	Yes	Yes	Yes	No	Above_median	Below_median	6.36915745367988
GF321	36	StowellFarms_1_adj	Q1	2015	6	SU1362464180	51.376513, -1.8056466	seed_mix	Yes	Yes	Yes	Yes	Below_median	Below_median	5.65312974314091
GF322	NA	StowellFarms_1_adj	Q4	2015	6	SU1362464180	51.376513, -1.8056466	seed_mix	Yes	Yes	Yes	Yes	Below_median	Below_median	5.82036924265043
GF323	NA	StowellFarms_1_adj	Q7	2015	6	SU1362464180	51.376513, -1.8056466	seed_mix	Yes	Yes	Yes	Yes	Below_median	Below_median	5.22053753816825
GF324	NA	StowellFarms_1_adj	Q10	2015	6	SU1362464180	51.376513, -1.8056466	seed_mix	Yes	Yes	Yes	Yes	Below_median	Below_median	5.75701991467003
GF325	NA	StowellFarms_1_adj	Q13	2015	6	SU1362464180	51.376513, -1.8056466	seed_mix	Yes	Yes	Yes	Yes	Below_median	Below_median	0.795356829429249
GF328	NA	MannorFmAltonBarnes	Q7	2012	9	SU1211561331	51.35093, -1.827423	seed_mix	Yes	Yes	Yes	No	Above_median	Below_median	6.33123211769244
GF329	NA	MannorFmAltonBarnes	Q10	2012	9	SU1211561331	51.35093, -1.827423	seed_mix	Yes	Yes	Yes	No	Above_median	Below_median	6.79517719609952
GF331	38	HommingtonFarm	Q1	2014	7	SU1332825982	51.033048, -1.811306	seed_mix	Yes	Yes	Yes	Yes	Above_median	Below_median	5.0438078952872
GF332	NA	HommingtonFarm	Q4	2014	7	SU1332825982	51.033048, -1.811306	seed_mix	Yes	Yes	Yes	Yes	Above_median	Below_median	0.467585510576158
GF333	NA	HommingtonFarm	Q7	2014	7	SU1332825982	51.033048, -1.811306	seed_mix	Yes	Yes	Yes	Yes	Above_median	Below_median	6.4454968943492
GF334	NA	HommingtonFarm	Q10	2014	7	SU1332825982	51.033048, -1.811306	seed_mix	Yes	Yes	Yes	Yes	Above_median	Below_median	6.3023680276434
GF335	NA	HommingtonFarm	Q13	2014	7	SU1332825982	51.033048, -1.811306	seed_mix	Yes	Yes	Yes	Yes	Above_median	Below_median	6.05777647588076
GF336	39	ThropeManor_1	Q1	2002	19	SU0886123850	51.013962, -1.8750607	seed_mix	Yes	No	Yes	No	Below_median	Above_median	6.47404224001532
GF337	NA	ThropeManor_1	Q4	2002	19	SU0886123850	51.013962, -1.8750607	seed_mix	Yes	No	Yes	No	Below_median	Above_median	7.57401598923263
GF338	NA	ThropeManor_1	Q7	2002	19	SU0886123850	51.013962, -1.8750607	seed_mix	Yes	No	Yes	No	Below_median	Above_median	6.2896646694437
GF340	NA	ThropeManor_1	Q13	2002	19	SU0886123850	51.013962, -1.8750607	seed_mix	Yes	No	Yes	No	Below_median	Above_median	6.11262785480766
GF341	40	ThropeManor_2	Q1	1998	23	SU0843924348	51.018447, -1.8810649	seed_mix	Yes	No	Yes	Yes	Below_median	Above_median	6.1864861209897
GF342	NA	ThropeManor_2	Q4	1998	23	SU0843924348	51.018447, -1.8810649	seed_mix	Yes	No	Yes	Yes	Below_median	Above_median	4.92004370034277
GF344	NA	ThropeManor_2	Q10	1998	23	SU0843924348	51.018447, -1.8810649	seed_mix	Yes	No	Yes	Yes	Below_median	Above_median	6.13337576076741
GF345	NA	ThropeManor_2	Q13	1998	23	SU0843924348	51.018447, -1.8810649	seed_mix	Yes	No	Yes	Yes	Below_median	Above_median	6.31117035828686
GF346	41	ThropeManor_3	Q1	2000	21	SU0901525189	51.026001, -1.8728325	seed_mix	Yes	No	Yes	No	Above_median	Above_median	6.5132279457809
GF347	NA	ThropeManor_3	Q4	2000	21	SU0901525189	51.026001, -1.8728325	seed_mix	Yes	No	Yes	No	Above_median	Above_median	5.87184027351037
GF348	NA	ThropeManor_3	Q7	2000	21	SU0901525189	51.026001, -1.8728325	seed_mix	Yes	No	Yes	No	Above_median	Above_median	4.7654042841768
GF349	NA	ThropeManor_3	Q10	2000	21	SU0901525189	51.026001, -1.8728325	seed_mix	Yes	No	Yes	No	Above_median	Above_median	5.22775437617875
GF350	NA	ThropeManor_3	Q13	2000	21	SU0901525189	51.026001, -1.8728325	seed_mix	Yes	No	Yes	No	Above_median	Above_median	5.49369124883468
GF351	42	MannorFmBroadChalke	Q1	2010	11	SU0468023121	51.007455, -1.9346701	Green_hay_bush	No	No	Yes	No	Above_median	Below_median	6.68837355566829
GF352	NA	MannorFmBroadChalke	Q4	2010	11	SU0468023121	51.007455, -1.9346701	Green_hay_bush	No	No	Yes	No	Above_median	Below_median	6.02659081979796
GF353	NA	MannorFmBroadChalke	Q7	2010	11	SU0468023121	51.007455, -1.9346701	Green_hay_bush	No	No	Yes	No	Above_median	Below_median	4.63153589979426
GF354	NA	MannorFmBroadChalke	Q10	2010	11	SU0468023121	51.007455, -1.9346701	Green_hay_bush	No	No	Yes	No	Above_median	Below_median	4.1719106344606
GF355	NA	MannorFmBroadChalke	Q13	2010	11	SU0468023121	51.007455, -1.9346701	Green_hay_bush	No	No	Yes	No	Above_median	Below_median	6.70056494569684
GF356	43	BigleyFm_1	Q1	2014	7	ST9798720966	50.988091, -2.0300532	seed_mix	Yes	Yes	Yes	Yes	Above_median	Below_median	5.7706329757305
GF357	NA	BigleyFm_1	Q4	2014	7	ST9798720966	50.988091, -2.0300532	seed_mix	Yes	Yes	Yes	Yes	Above_median	Below_median	5.99840812249536
GF358	NA	BigleyFm_1	Q7	2014	7	ST9798720966	50.988091, -2.0300532	seed_mix	Yes	Yes	Yes	Yes	Above_median	Below_median	6.03021604053946
GF359	NA	BigleyFm_1	Q10	2014	7	ST9798720966	50.988091, -2.0300532	seed_mix	Yes	Yes	Yes	Yes	Above_median	Below_median	4.45280584775132
GF360	NA	BigleyFm_1	Q13	2014	7	ST9798720966	50.988091, -2.0300532	seed_mix	Yes	Yes	Yes	Yes	Above_median	Below_median	4.87766886091102
GF361	44	BigleyFm_2	Q1	2017	4	ST9796821801	50.9956, -2.0303288	seed_mix	Yes	Yes	Yes	Yes	Below_median	Below_median	6.3288917627666
GF362	NA	BigleyFm_2	Q4	2017	4	ST9796821801	50.9956, -2.0303288	seed_mix	Yes	Yes	Yes	Yes	Below_median	Below_median	6.55298360912974
GF363	NA	BigleyFm_2	Q7	2017	4	ST9796821801	50.9956, -2.0303288	seed_mix	Yes	Yes	Yes	Yes	Below_median	Below_median	6.22206911240656
GF364	NA	BigleyFm_2	Q10	2017	4	ST9796821801	50.9956, -2.0303288	seed_mix	Yes	Yes	Yes	Yes	Below_median	Below_median	5.70710650938515
GF365	NA	BigleyFm_2	Q13	2017	4	ST9796821801	50.9956, -2.0303288	seed_mix	Yes	Yes	Yes	Yes	Below_median	Below_median	6.33862755729298
GF366	45	NorringtonMannorFm_1	Q1	2009	12	ST9689721419	50.99216, -2.0455866	seed_mix	No	No	Yes	Yes	Below_median	Below_median	4.48898801752276
GF368	NA	NorringtonMannorFm_1	Q7	2009	12	ST9689721419	50.99216, -2.0455866	seed_mix	No	No	Yes	Yes	Below_median	Below_median	3.92931546569866
GF369	NA	NorringtonMannorFm_1	Q10	2009	12	ST9689721419	50.99216, -2.0455866	seed_mix	No	No	Yes	Yes	Below_median	Below_median	4.55417337526327
GF370	NA	NorringtonMannorFm_1	Q13	2009	12	ST9689721419	50.99216, -2.0455866	seed_mix	No	No	Yes	Yes	Below_median	Below_median	6.01330875836791
GF371	46	NorringtonMannorFm_2	Q1	2009	12	ST9699420390	50.982907, -2.0441957	seed_mix	No	No	Yes	No	Above_median	Below_median	6.51801466456532
GF372	NA	NorringtonMannorFm_2	Q4	2009	12	ST9699420390	50.982907, -2.0441957	seed_mix	No	No	Yes	No	Above_median	Below_median	6.50069397734207
GF373	NA	NorringtonMannorFm_2	Q7	2009	12	ST9699420390	50.982907, -2.0441957	seed_mix	No	No	Yes	No	Above_median	Below_median	6.31536256216984
GF374	NA	NorringtonMannorFm_2	Q10	2009	12	ST9699420390	50.982907, -2.0441957	seed_mix	No	No	Yes	No	Above_median	Below_median	6.46143155267013
GF375	NA	NorringtonMannorFm_2	Q13	2009	12	ST9699420390	50.982907, -2.0441957	seed_mix	No	No	Yes	No	Above_median	Below_median	5.40559953309172
GF376	47	ManorFmBerwickStJohn_1	Q1	2014	7	ST9468023123	51.007466, -2.0772007	seed_mix	Yes	Yes	Yes	No	Below_median	Below_median	6.29251746664358
GF377	NA	ManorFmBerwickStJohn_1	Q4	2014	7	ST9468023123	51.007466, -2.0772007	seed_mix	Yes	Yes	Yes	No	Below_median	Below_median	5.38286040635011
GF378	NA	ManorFmBerwickStJohn_1	Q7	2014	7	ST9468023123	51.007466, -2.0772007	seed_mix	Yes	Yes	Yes	No	Below_median	Below_median	3.7394650376255
GF379	NA	ManorFmBerwickStJohn_1	Q10	2014	7	ST9468023123	51.007466, -2.0772007	seed_mix	Yes	Yes	Yes	No	Below_median	Below_median	5.89180136147707
GF380	NA	ManorFmBerwickStJohn_1	Q13	2014	7	ST9468023123	51.007466, -2.0772007	seed_mix	Yes	Yes	Yes	No	Below_median	Below_median	4.74238810321706
GF381	48	ManorFmBerwickStJohn_3	Q1	2018	3	ST9422022841	51.004926, -2.0837525	seed_mix	Yes	Yes	Yes	No	Above_median	Below_median	6.5038035148843
GF382	NA	ManorFmBerwickStJohn_3	Q4	2018	3	ST9422022841	51.004926, -2.0837525	seed_mix	Yes	Yes	Yes	No	Above_median	Below_median	5.85244345415401
GF383	NA	ManorFmBerwickStJohn_3	Q7	2018	3	ST9422022841	51.004926, -2.0837525	seed_mix	Yes	Yes	Yes	No	Above_median	Below_median	6.04771771181498
GF384	NA	ManorFmBerwickStJohn_3	Q10	2018	3	ST9422022841	51.004926, -2.0837525	seed_mix	Yes	Yes	Yes	No	Above_median	Below_median	5.91250981873057
GF385	NA	ManorFmBerwickStJohn_3	Q13	2018	3	ST9422022841	51.004926, -2.0837525	seed_mix	Yes	Yes	Yes	No	Above_median	Below_median	6.29697402930572
GF386	49	Jemma_1	Q1	2010	11	SU1405276456	51.486882, -1.7990143	Green_hay_bush	Yes	Yes	Yes	No	Above_median	Below_median	5.94688943461742
GF387	NA	Jemma_1	Q4	2010	11	SU1405276456	51.486882, -1.7990143	Green_hay_bush	Yes	Yes	Yes	No	Above_median	Below_median	5.23101345483743
GF389	NA	Jemma_1	Q10	2010	11	SU1405276456	51.486882, -1.7990143	Green_hay_bush	Yes	Yes	Yes	No	Above_median	Below_median	4.21193894271723
GF390	NA	Jemma_1	Q13	2010	11	SU1405276456	51.486882, -1.7990143	Green_hay_bush	Yes	Yes	Yes	No	Above_median	Below_median	5.66079586317735
GF391	50	Jemma_2	Q1	2008	13	SU1194873670	51.46188, -1.8294093	Natural_regen	No	Yes	No	No	Above_median	Below_median	5.49230114989843
GF392	NA	Jemma_2	Q4	2008	13	SU1194873670	51.46188, -1.8294093	Natural_regen	No	Yes	No	No	Above_median	Below_median	5.58336200294133
GF393	NA	Jemma_2	Q7	2008	13	SU1194873670	51.46188, -1.8294093	Natural_regen	No	Yes	No	No	Above_median	Below_median	5.65632429518507
GF394	NA	Jemma_2	Q10	2008	13	SU1194873670	51.46188, -1.8294093	Natural_regen	No	Yes	No	No	Above_median	Below_median	5.88393127463653
GF395	NA	Jemma_2	Q13	2008	13	SU1194873670	51.46188, -1.8294093	Natural_regen	No	Yes	No	No	Above_median	Below_median	6.45026611883576
GF396	51	Jemma_7	Q1	2014	7	SU1641473039	51.456096, -1.7651546	Green_hay_bush	No	No	Yes	Yes	Above_median	Below_median	5.89777113407664
GF397	NA	Jemma_7	Q4	2014	7	SU1641473039	51.456096, -1.7651546	Green_hay_bush	No	No	Yes	Yes	Above_median	Below_median	4.08659621355303
GF398	NA	Jemma_7	Q7	2014	7	SU1641473039	51.456096, -1.7651546	Green_hay_bush	No	No	Yes	Yes	Above_median	Below_median	5.60765342796912
GF399	NA	Jemma_7	Q10	2014	7	SU1641473039	51.456096, -1.7651546	Green_hay_bush	No	No	Yes	Yes	Above_median	Below_median	3.36531231098285
GF400	NA	Jemma_7	Q13	2014	7	SU1641473039	51.456096, -1.7651546	Green_hay_bush	No	No	Yes	Yes	Above_median	Below_median	5.37862089496413
GF401	52	Jemma_4	Q1	2015	6	SU1261971802	51.44507, -1.8198169	Green_hay_bush	Yes	Yes	Yes	No	Below_median	Below_median	6.27744970326
GF402	NA	Jemma_4	Q4	2015	6	SU1261971802	51.44507, -1.8198169	Green_hay_bush	Yes	Yes	Yes	No	Below_median	Below_median	6.39963905423332
GF403	NA	Jemma_4	Q7	2015	6	SU1261971802	51.44507, -1.8198169	Green_hay_bush	Yes	Yes	Yes	No	Below_median	Below_median	5.91302353809402
GF404	NA	Jemma_4	Q10	2015	6	SU1261971802	51.44507, -1.8198169	Green_hay_bush	Yes	Yes	Yes	No	Below_median	Below_median	6.00678106644295
GF405	NA	Jemma_4	Q13	2015	6	SU1261971802	51.44507, -1.8198169	Green_hay_bush	Yes	Yes	Yes	No	Below_median	Below_median	5.67559738357906
GF406	53	Jemma_5	Q1	2015	6	SU1538172691	51.452995, -1.7800368	seed_mix	Yes	No	Yes	No	Above_median	Below_median	4.79420298747482
GF407	NA	Jemma_5	Q4	2015	6	SU1538172691	51.452995, -1.7800368	seed_mix	Yes	No	Yes	No	Above_median	Below_median	6.6330811281297
GF408	NA	Jemma_5	Q7	2015	6	SU1538172691	51.452995, -1.7800368	seed_mix	Yes	No	Yes	No	Above_median	Below_median	5.92193760721889
GF409	NA	Jemma_5	Q10	2015	6	SU1538172691	51.452995, -1.7800368	seed_mix	Yes	No	Yes	No	Above_median	Below_median	6.77409245352387
GF410	NA	Jemma_5	Q13	2015	6	SU1538172691	51.452995, -1.7800368	seed_mix	Yes	No	Yes	No	Above_median	Below_median	5.0417750999796
GF411	54	Jemma_6	Q1	2013	8	SU1560872573	51.451928, -1.7767752	seed_mix	Yes	No	Yes	No	Above_median	Below_median	6.40503073745262
GF412	NA	Jemma_6	Q4	2013	8	SU1560872573	51.451928, -1.7767752	seed_mix	Yes	No	Yes	No	Above_median	Below_median	6.37628515566755
GF413	NA	Jemma_6	Q7	2013	8	SU1560872573	51.451928, -1.7767752	seed_mix	Yes	No	Yes	No	Above_median	Below_median	6.42793840575403
GF414	NA	Jemma_6	Q10	2013	8	SU1560872573	51.451928, -1.7767752	seed_mix	Yes	No	Yes	No	Above_median	Below_median	5.02411490862887
GF415	NA	Jemma_6	Q13	2013	8	SU1560872573	51.451928, -1.7767752	seed_mix	Yes	No	Yes	No	Above_median	Below_median	6.38526050812345
GF416	55	Jemma_9	Q1	2015	6	SU1669072674	51.452806, -1.7611995	seed_mix	Yes	No	Yes	No	Above_median	Below_median	4.79035952112559
GF417	NA	Jemma_9	Q4	2015	6	SU1669072674	51.452806, -1.7611995	seed_mix	Yes	No	Yes	No	Above_median	Below_median	5.95800609335856
GF418	NA	Jemma_9	Q7	2015	6	SU1669072674	51.452806, -1.7611995	seed_mix	Yes	No	Yes	No	Above_median	Below_median	3.49024659047159
GF419	NA	Jemma_9	Q10	2015	6	SU1669072674	51.452806, -1.7611995	seed_mix	Yes	No	Yes	No	Above_median	Below_median	4.11469467493615
GF420	NA	Jemma_9	Q13	2015	6	SU1669072674	51.452806, -1.7611995	seed_mix	Yes	No	Yes	No	Above_median	Below_median	3.88323257405605
GF421	56	HomeFarm_WoodlandTrust_Hampshire_good_1c	Q1	1994	27	SU6579941829	51.171925, -1.0602025	seed_mix	No	Yes	No	No	Below_median	Above_median	5.48256348846756
GF422	NA	HomeFarm_WoodlandTrust_Hampshire_good_1c	Q4	1994	27	SU6579941829	51.171925, -1.0602025	seed_mix	No	Yes	No	No	Below_median	Above_median	5.03566071894505
GF423	NA	HomeFarm_WoodlandTrust_Hampshire_good_1c	Q7	1994	27	SU6579941829	51.171925, -1.0602025	seed_mix	No	Yes	No	No	Below_median	Above_median	5.13547206396494
GF424	NA	HomeFarm_WoodlandTrust_Hampshire_good_1c	Q10	1994	27	SU6579941829	51.171925, -1.0602025	seed_mix	No	Yes	No	No	Below_median	Above_median	4.84363530118703
GF425	NA	HomeFarm_WoodlandTrust_Hampshire_good_1c	Q13	1994	27	SU6579941829	51.171925, -1.0602025	seed_mix	No	Yes	No	No	Below_median	Above_median	5.12451716323659
GF426	57	Crux_easton_70b1	Q1	2000	21	SU4192556251	51.303843, -1.3999827	seed_mix	No	No	Yes	Yes	Below_median	Above_median	5.7471159494962
GF427	NA	Crux_easton_70b1	Q4	2000	21	SU4192556251	51.303843, -1.3999827	seed_mix	No	No	Yes	Yes	Below_median	Above_median	5.44565197219713
GF428	NA	Crux_easton_70b1	Q7	2000	21	SU4192556251	51.303843, -1.3999827	seed_mix	No	No	Yes	Yes	Below_median	Above_median	6.1502968924636
GF429	NA	Crux_easton_70b1	Q10	2000	21	SU4192556251	51.303843, -1.3999827	seed_mix	No	No	Yes	Yes	Below_median	Above_median	3.85509515727251
GF430	NA	Crux_easton_70b1	Q13	2000	21	SU4192556251	51.303843, -1.3999827	seed_mix	No	No	Yes	Yes	Below_median	Above_median	6.81673279560219
GF431	58	Crux_easton_70b2	Q1	2002	19	SU4195056550	51.306529, -1.399589	seed_mix	Yes	No	Yes	No	Above_median	Above_median	5.98358223995852
GF432	NA	Crux_easton_70b2	Q4	2002	19	SU4195056550	51.306529, -1.399589	seed_mix	Yes	No	Yes	No	Above_median	Above_median	4.8196809222645
GF433	NA	Crux_easton_70b2	Q7	2002	19	SU4195056550	51.306529, -1.399589	seed_mix	Yes	No	Yes	No	Above_median	Above_median	6.93851054896944
GF434	NA	Crux_easton_70b2	Q10	2002	19	SU4195056550	51.306529, -1.399589	seed_mix	Yes	No	Yes	No	Above_median	Above_median	6.67216893587726
GF435	NA	Crux_easton_70b2	Q13	2002	19	SU4195056550	51.306529, -1.399589	seed_mix	Yes	No	Yes	No	Above_median	Above_median	7.03668343143104
GF436	59	Martin_Down_arabel_reversion	Q1	1957	64	SU0390520162	50.980853, -1.9457471	Natural_regen	No	No	Yes	Yes	Above_median	Above_median	4.27627784597525
GF437	NA	Martin_Down_arabel_reversion	Q4	1957	64	SU0390520162	50.980853, -1.9457471	Natural_regen	No	No	Yes	Yes	Above_median	Above_median	6.25123064165742
GF438	NA	Martin_Down_arabel_reversion	Q7	1957	64	SU0390520162	50.980853, -1.9457471	Natural_regen	No	No	Yes	Yes	Above_median	Above_median	6.73952442995698
GF439	NA	Martin_Down_arabel_reversion	Q10	1957	64	SU0390520162	50.980853, -1.9457471	Natural_regen	No	No	Yes	Yes	Above_median	Above_median	6.46273119448446
GF440	NA	Martin_Down_arabel_reversion	Q13	1957	64	SU0390520162	50.980853, -1.9457471	Natural_regen	No	No	Yes	Yes	Above_median	Above_median	6.81101462685846
GF441	60	Parsonage_down_reversion	Q1	1945	76	SU0610341686	51.174381, -1.9140803	Natural_regen	No	Yes	No	Yes	Above_median	Above_median	6.49394513114155
GF442	NA	Parsonage_down_reversion	Q4	1945	76	SU0610341686	51.174381, -1.9140803	Natural_regen	No	Yes	No	Yes	Above_median	Above_median	4.78697752101853
GF443	NA	Parsonage_down_reversion	Q7	1945	76	SU0610341686	51.174381, -1.9140803	Natural_regen	No	Yes	No	Yes	Above_median	Above_median	6.55416644318443
GF444	NA	Parsonage_down_reversion	Q10	1945	76	SU0610341686	51.174381, -1.9140803	Natural_regen	No	Yes	No	Yes	Above_median	Above_median	6.89011521328283
GF445	NA	Parsonage_down_reversion	Q13	1945	76	SU0610341686	51.174381, -1.9140803	Natural_regen	No	Yes	No	Yes	Above_median	Above_median	5.86680953067119
GF447	NA	TARGET_MartinDown	Q4	old	>100	SU0558918665	50.967378, -1.9217813	Natural_regen	No	No	Yes	No	Above_median	Above_median	4.00264077764214
GF448	NA	TARGET_MartinDown	Q7	old	>100	SU0558918665	50.967378, -1.9217813	Natural_regen	No	No	Yes	No	Above_median	Above_median	6.86191459350067
GF449	NA	TARGET_MartinDown	Q10	old	>100	SU0558918665	50.967378, -1.9217813	Natural_regen	No	No	Yes	No	Above_median	Above_median	6.5044700692036
GF450	NA	TARGET_MartinDown	Q13	old	>100	SU0558918665	50.967378, -1.9217813	Natural_regen	No	No	Yes	No	Above_median	Above_median	6.2654839760408
GF451	62	TARGET_St_Catherines	Q1	old	>100	SU4832527522	51.045025, -1.3120365	Natural_regen	No	No	Yes	No	Above_median	Above_median	4.72793874660462
GF452	NA	TARGET_St_Catherines	Q4	old	>100	SU4832527522	51.045025, -1.3120365	Natural_regen	No	No	Yes	No	Above_median	Above_median	6.68966302021013
GF453	NA	TARGET_St_Catherines	Q7	old	>100	SU4832527522	51.045025, -1.3120365	Natural_regen	No	No	Yes	No	Above_median	Above_median	6.81963976095948
GF454	NA	TARGET_St_Catherines	Q10	old	>100	SU4832527522	51.045025, -1.3120365	Natural_regen	No	No	Yes	No	Above_median	Above_median	6.76529512387325
GF455	NA	TARGET_St_Catherines	Q13	old	>100	SU4832527522	51.045025, -1.3120365	Natural_regen	No	No	Yes	No	Above_median	Above_median	7.19189730671061
GF456	63	TARGET_ParsonageDown	Q1	old	>100	SU0552141345	51.17132, -1.9224106	Natural_regen	No	No	Yes	No	Above_median	Above_median	6.19847793630385
GF457	NA	TARGET_ParsonageDown	Q4	old	>100	SU0552141345	51.17132, -1.9224106	Natural_regen	No	No	Yes	No	Above_median	Above_median	6.16356779320318
GF458	NA	TARGET_ParsonageDown	Q7	old	>100	SU0552141345	51.17132, -1.9224106	Natural_regen	No	No	Yes	No	Above_median	Above_median	6.87127006554664
GF459	NA	TARGET_ParsonageDown	Q10	old	>100	SU0552141345	51.17132, -1.9224106	Natural_regen	No	No	Yes	No	Above_median	Above_median	5.72429836484901
GF460	NA	TARGET_ParsonageDown	Q13	old	>100	SU0552141345	51.17132, -1.9224106	Natural_regen	No	No	Yes	No	Above_median	Above_median	5.81340392811018
GF461	64	TARGET_KNEPP_A New_Barn_Field	Q1	2006	15	TQ1420019600	50.964513, -0.3751305	Natural_regen	No	Yes	No	NA	Below_median	Above_median	4.04743181961837
GF462	NA	TARGET_KNEPP_A New_Barn_Field	Q4	2006	15	TQ1420019600	50.964513, -0.3751305	Natural_regen	No	Yes	No	NA	Below_median	Above_median	6.25224028632209
GF463	NA	TARGET_KNEPP_A New_Barn_Field	Q7	2006	15	TQ1420019600	50.964513, -0.3751305	Natural_regen	No	Yes	No	NA	Below_median	Above_median	7.22393377088114
GF464	NA	TARGET_KNEPP_A New_Barn_Field	Q10	2006	15	TQ1420019600	50.964513, -0.3751305	Natural_regen	No	Yes	No	NA	Below_median	Above_median	5.77610226427533
GF465	NA	TARGET_KNEPP_A New_Barn_Field	Q13	2006	15	TQ1420019600	50.964513, -0.3751305	Natural_regen	No	Yes	No	NA	Below_median	Above_median	3.76621623423431
GF466	65	Knepp_Pond_field	Q1	2003	18	TQ1410019300	50.961836, -0.3766479	Natural_regen	No	Yes	No	NA	Below_median	Above_median	4.58924897084125
GF467	NA	Knepp_Pond_field	Q4	2003	18	TQ1410019300	50.961836, -0.3766479	Natural_regen	No	Yes	No	NA	Below_median	Above_median	5.09924564039015
GF468	NA	Knepp_Pond_field	Q7	2003	18	TQ1410019300	50.961836, -0.3766479	Natural_regen	No	Yes	No	NA	Below_median	Above_median	4.07654276951519
GF469	NA	Knepp_Pond_field	Q10	2003	18	TQ1410019300	50.961836, -0.3766479	Natural_regen	No	Yes	No	NA	Below_median	Above_median	6.92379929436555
GF470	NA	Knepp_Pond_field	Q13	2003	18	TQ1410019300	50.961836, -0.3766479	Natural_regen	No	Yes	No	NA	Below_median	Above_median	5.13901228660156
GF471	66	Knepp_Benton_field	Q1	2005	16	TQ1450019800	50.966251, -0.37079737	Natural_regen	No	Yes	No	NA	Below_median	Above_median	6.50107101717295
GF472	NA	Knepp_Benton_field	Q4	2005	16	TQ1450019800	50.966251, -0.37079737	Natural_regen	No	Yes	No	NA	Below_median	Above_median	6.4170291213887
GF473	NA	Knepp_Benton_field	Q7	2005	16	TQ1450019800	50.966251, -0.37079737	Natural_regen	No	Yes	No	NA	Below_median	Above_median	4.04876093089272
GF474	NA	Knepp_Benton_field	Q10	2005	16	TQ1450019800	50.966251, -0.37079737	Natural_regen	No	Yes	No	NA	Below_median	Above_median	6.82828858406604
GF475	NA	Knepp_Benton_field	Q13	2005	16	TQ1450019800	50.966251, -0.37079737	Natural_regen	No	Yes	No	NA	Below_median	Above_median	6.62995301751383
