id	site_code	Site	plot_number	Year_est	Age	OS_location	Lat_long	Establishment	Cutting	Cattle	Sheep	Plough	pH_category	Age_category	pielou_evenness
GF311	34	TownsendFarm_3_big	Q1	2014	7	SU0886965184	51.385634, -1.8739384	Green_hay_bush	Yes	No	Yes	No	Below_median	Below_median	0.698749514576857
GF312	NA	TownsendFarm_3_big	Q4	2014	7	SU0886965184	51.385634, -1.8739384	Green_hay_bush	Yes	No	Yes	No	Below_median	Below_median	0.621664390861553
GF313	NA	TownsendFarm_3_big	Q7	2014	7	SU0886965184	51.385634, -1.8739384	Green_hay_bush	Yes	No	Yes	No	Below_median	Below_median	0.635172325860471
GF314	NA	TownsendFarm_3_big	Q10	2014	7	SU0886965184	51.385634, -1.8739384	Green_hay_bush	Yes	No	Yes	No	Below_median	Below_median	0.60476694883004
GF315	NA	TownsendFarm_3_big	Q13	2014	7	SU0886965184	51.385634, -1.8739384	Green_hay_bush	Yes	No	Yes	No	Below_median	Below_median	0.627222190066358
GF316	35	ChurchFarm	Q1	2012	9	SU0979864321	51.377859, -1.8606121	seed_mix	Yes	Yes	Yes	No	Above_median	Below_median	0.569250912268336
GF317	NA	ChurchFarm	Q4	2012	9	SU0979864321	51.377859, -1.8606121	seed_mix	Yes	Yes	Yes	No	Above_median	Below_median	0.723410822352421
GF318	NA	ChurchFarm	Q7	2012	9	SU0979864321	51.377859, -1.8606121	seed_mix	Yes	Yes	Yes	No	Above_median	Below_median	0.561769568834003
GF319	NA	ChurchFarm	Q10	2012	9	SU0979864321	51.377859, -1.8606121	seed_mix	Yes	Yes	Yes	No	Above_median	Below_median	0.622689677445968
GF320	NA	ChurchFarm	Q13	2012	9	SU0979864321	51.377859, -1.8606121	seed_mix	Yes	Yes	Yes	No	Above_median	Below_median	0.730030069400626
GF321	36	StowellFarms_1_adj	Q1	2015	6	SU1362464180	51.376513, -1.8056466	seed_mix	Yes	Yes	Yes	Yes	Below_median	Below_median	0.689021966383135
GF322	NA	StowellFarms_1_adj	Q4	2015	6	SU1362464180	51.376513, -1.8056466	seed_mix	Yes	Yes	Yes	Yes	Below_median	Below_median	0.681919327241995
GF323	NA	StowellFarms_1_adj	Q7	2015	6	SU1362464180	51.376513, -1.8056466	seed_mix	Yes	Yes	Yes	Yes	Below_median	Below_median	0.629737716470921
GF324	NA	StowellFarms_1_adj	Q10	2015	6	SU1362464180	51.376513, -1.8056466	seed_mix	Yes	Yes	Yes	Yes	Below_median	Below_median	0.693683048058934
GF325	NA	StowellFarms_1_adj	Q13	2015	6	SU1362464180	51.376513, -1.8056466	seed_mix	Yes	Yes	Yes	Yes	Below_median	Below_median	0.169209026627788
GF328	NA	MannorFmAltonBarnes	Q7	2012	9	SU1211561331	51.35093, -1.827423	seed_mix	Yes	Yes	Yes	No	Above_median	Below_median	0.732149471609309
GF329	NA	MannorFmAltonBarnes	Q10	2012	9	SU1211561331	51.35093, -1.827423	seed_mix	Yes	Yes	Yes	No	Above_median	Below_median	0.776752103312217
GF331	38	HommingtonFarm	Q1	2014	7	SU1332825982	51.033048, -1.811306	seed_mix	Yes	Yes	Yes	Yes	Above_median	Below_median	0.588552261065402
GF332	NA	HommingtonFarm	Q4	2014	7	SU1332825982	51.033048, -1.811306	seed_mix	Yes	Yes	Yes	Yes	Above_median	Below_median	0.126359445415057
GF333	NA	HommingtonFarm	Q7	2014	7	SU1332825982	51.033048, -1.811306	seed_mix	Yes	Yes	Yes	Yes	Above_median	Below_median	0.723652864617772
GF334	NA	HommingtonFarm	Q10	2014	7	SU1332825982	51.033048, -1.811306	seed_mix	Yes	Yes	Yes	Yes	Above_median	Below_median	0.736393808950341
GF335	NA	HommingtonFarm	Q13	2014	7	SU1332825982	51.033048, -1.811306	seed_mix	Yes	Yes	Yes	Yes	Above_median	Below_median	0.843712141746374
GF336	39	ThropeManor_1	Q1	2002	19	SU0886123850	51.013962, -1.8750607	seed_mix	Yes	No	Yes	No	Below_median	Above_median	0.676369572129439
GF337	NA	ThropeManor_1	Q4	2002	19	SU0886123850	51.013962, -1.8750607	seed_mix	Yes	No	Yes	No	Below_median	Above_median	0.821335404592892
GF338	NA	ThropeManor_1	Q7	2002	19	SU0886123850	51.013962, -1.8750607	seed_mix	Yes	No	Yes	No	Below_median	Above_median	0.684049047628559
GF340	NA	ThropeManor_1	Q13	2002	19	SU0886123850	51.013962, -1.8750607	seed_mix	Yes	No	Yes	No	Below_median	Above_median	0.644944477688305
GF341	40	ThropeManor_2	Q1	1998	23	SU0843924348	51.018447, -1.8810649	seed_mix	Yes	No	Yes	Yes	Below_median	Above_median	0.708539694747977
GF342	NA	ThropeManor_2	Q4	1998	23	SU0843924348	51.018447, -1.8810649	seed_mix	Yes	No	Yes	Yes	Below_median	Above_median	0.587465138603115
GF344	NA	ThropeManor_2	Q10	1998	23	SU0843924348	51.018447, -1.8810649	seed_mix	Yes	No	Yes	Yes	Below_median	Above_median	0.694130919846609
GF345	NA	ThropeManor_2	Q13	1998	23	SU0843924348	51.018447, -1.8810649	seed_mix	Yes	No	Yes	Yes	Below_median	Above_median	0.674764384226457
GF346	41	ThropeManor_3	Q1	2000	21	SU0901525189	51.026001, -1.8728325	seed_mix	Yes	No	Yes	No	Above_median	Above_median	0.721014386758196
GF347	NA	ThropeManor_3	Q4	2000	21	SU0901525189	51.026001, -1.8728325	seed_mix	Yes	No	Yes	No	Above_median	Above_median	0.659693083851735
GF348	NA	ThropeManor_3	Q7	2000	21	SU0901525189	51.026001, -1.8728325	seed_mix	Yes	No	Yes	No	Above_median	Above_median	0.537978607856357
GF349	NA	ThropeManor_3	Q10	2000	21	SU0901525189	51.026001, -1.8728325	seed_mix	Yes	No	Yes	No	Above_median	Above_median	0.594440205651589
GF350	NA	ThropeManor_3	Q13	2000	21	SU0901525189	51.026001, -1.8728325	seed_mix	Yes	No	Yes	No	Above_median	Above_median	0.62330697003338
GF351	42	MannorFmBroadChalke	Q1	2010	11	SU0468023121	51.007455, -1.9346701	Green_hay_bush	No	No	Yes	No	Above_median	Below_median	0.74647010194612
GF352	NA	MannorFmBroadChalke	Q4	2010	11	SU0468023121	51.007455, -1.9346701	Green_hay_bush	No	No	Yes	No	Above_median	Below_median	0.67964377761235
GF353	NA	MannorFmBroadChalke	Q7	2010	11	SU0468023121	51.007455, -1.9346701	Green_hay_bush	No	No	Yes	No	Above_median	Below_median	0.544387364254256
GF354	NA	MannorFmBroadChalke	Q10	2010	11	SU0468023121	51.007455, -1.9346701	Green_hay_bush	No	No	Yes	No	Above_median	Below_median	0.489908135994289
GF355	NA	MannorFmBroadChalke	Q13	2010	11	SU0468023121	51.007455, -1.9346701	Green_hay_bush	No	No	Yes	No	Above_median	Below_median	0.730312721603492
GF356	43	BigleyFm_1	Q1	2014	7	ST9798720966	50.988091, -2.0300532	seed_mix	Yes	Yes	Yes	Yes	Above_median	Below_median	0.641382445238174
GF357	NA	BigleyFm_1	Q4	2014	7	ST9798720966	50.988091, -2.0300532	seed_mix	Yes	Yes	Yes	Yes	Above_median	Below_median	0.67391280556148
GF358	NA	BigleyFm_1	Q7	2014	7	ST9798720966	50.988091, -2.0300532	seed_mix	Yes	Yes	Yes	Yes	Above_median	Below_median	0.668157649965144
GF359	NA	BigleyFm_1	Q10	2014	7	ST9798720966	50.988091, -2.0300532	seed_mix	Yes	Yes	Yes	Yes	Above_median	Below_median	0.524362091199611
GF360	NA	BigleyFm_1	Q13	2014	7	ST9798720966	50.988091, -2.0300532	seed_mix	Yes	Yes	Yes	Yes	Above_median	Below_median	0.580614077122101
GF361	44	BigleyFm_2	Q1	2017	4	ST9796821801	50.9956, -2.0303288	seed_mix	Yes	Yes	Yes	Yes	Below_median	Below_median	0.698917102569238
GF362	NA	BigleyFm_2	Q4	2017	4	ST9796821801	50.9956, -2.0303288	seed_mix	Yes	Yes	Yes	Yes	Below_median	Below_median	0.713261400773438
GF363	NA	BigleyFm_2	Q7	2017	4	ST9796821801	50.9956, -2.0303288	seed_mix	Yes	Yes	Yes	Yes	Below_median	Below_median	0.698332634736153
GF364	NA	BigleyFm_2	Q10	2017	4	ST9796821801	50.9956, -2.0303288	seed_mix	Yes	Yes	Yes	Yes	Below_median	Below_median	0.649669179165858
GF365	NA	BigleyFm_2	Q13	2017	4	ST9796821801	50.9956, -2.0303288	seed_mix	Yes	Yes	Yes	Yes	Below_median	Below_median	0.704512738766929
GF366	45	NorringtonMannorFm_1	Q1	2009	12	ST9689721419	50.99216, -2.0455866	seed_mix	No	No	Yes	Yes	Below_median	Below_median	0.534347392028443
GF368	NA	NorringtonMannorFm_1	Q7	2009	12	ST9689721419	50.99216, -2.0455866	seed_mix	No	No	Yes	Yes	Below_median	Below_median	0.459116885853344
GF369	NA	NorringtonMannorFm_1	Q10	2009	12	ST9689721419	50.99216, -2.0455866	seed_mix	No	No	Yes	Yes	Below_median	Below_median	0.530948547235709
GF370	NA	NorringtonMannorFm_1	Q13	2009	12	ST9689721419	50.99216, -2.0455866	seed_mix	No	No	Yes	Yes	Below_median	Below_median	0.686851630804157
GF371	46	NorringtonMannorFm_2	Q1	2009	12	ST9699420390	50.982907, -2.0441957	seed_mix	No	No	Yes	No	Above_median	Below_median	0.734045110151939
GF372	NA	NorringtonMannorFm_2	Q4	2009	12	ST9699420390	50.982907, -2.0441957	seed_mix	No	No	Yes	No	Above_median	Below_median	0.735438862275813
GF373	NA	NorringtonMannorFm_2	Q7	2009	12	ST9699420390	50.982907, -2.0441957	seed_mix	No	No	Yes	No	Above_median	Below_median	0.697214432897065
GF374	NA	NorringtonMannorFm_2	Q10	2009	12	ST9699420390	50.982907, -2.0441957	seed_mix	No	No	Yes	No	Above_median	Below_median	0.727172219394867
GF375	NA	NorringtonMannorFm_2	Q13	2009	12	ST9699420390	50.982907, -2.0441957	seed_mix	No	No	Yes	No	Above_median	Below_median	0.623055129545616
GF376	47	ManorFmBerwickStJohn_1	Q1	2014	7	ST9468023123	51.007466, -2.0772007	seed_mix	Yes	Yes	Yes	No	Below_median	Below_median	0.709881016029701
GF377	NA	ManorFmBerwickStJohn_1	Q4	2014	7	ST9468023123	51.007466, -2.0772007	seed_mix	Yes	Yes	Yes	No	Below_median	Below_median	0.639778755580701
GF378	NA	ManorFmBerwickStJohn_1	Q7	2014	7	ST9468023123	51.007466, -2.0772007	seed_mix	Yes	Yes	Yes	No	Below_median	Below_median	0.475132369446716
GF379	NA	ManorFmBerwickStJohn_1	Q10	2014	7	ST9468023123	51.007466, -2.0772007	seed_mix	Yes	Yes	Yes	No	Below_median	Below_median	0.665374244592418
GF380	NA	ManorFmBerwickStJohn_1	Q13	2014	7	ST9468023123	51.007466, -2.0772007	seed_mix	Yes	Yes	Yes	No	Below_median	Below_median	0.588334821634218
GF381	48	ManorFmBerwickStJohn_3	Q1	2018	3	ST9422022841	51.004926, -2.0837525	seed_mix	Yes	Yes	Yes	No	Above_median	Below_median	0.704911441087313
GF382	NA	ManorFmBerwickStJohn_3	Q4	2018	3	ST9422022841	51.004926, -2.0837525	seed_mix	Yes	Yes	Yes	No	Above_median	Below_median	0.878981310418701
GF383	NA	ManorFmBerwickStJohn_3	Q7	2018	3	ST9422022841	51.004926, -2.0837525	seed_mix	Yes	Yes	Yes	No	Above_median	Below_median	0.670509105562934
GF384	NA	ManorFmBerwickStJohn_3	Q10	2018	3	ST9422022841	51.004926, -2.0837525	seed_mix	Yes	Yes	Yes	No	Above_median	Below_median	0.665854427232089
GF385	NA	ManorFmBerwickStJohn_3	Q13	2018	3	ST9422022841	51.004926, -2.0837525	seed_mix	Yes	Yes	Yes	No	Above_median	Below_median	0.701434519471992
GF386	49	Jemma_1	Q1	2010	11	SU1405276456	51.486882, -1.7990143	Green_hay_bush	Yes	Yes	Yes	No	Above_median	Below_median	0.726131480822671
GF387	NA	Jemma_1	Q4	2010	11	SU1405276456	51.486882, -1.7990143	Green_hay_bush	Yes	Yes	Yes	No	Above_median	Below_median	0.622358764308709
GF389	NA	Jemma_1	Q10	2010	11	SU1405276456	51.486882, -1.7990143	Green_hay_bush	Yes	Yes	Yes	No	Above_median	Below_median	0.50835660496101
GF390	NA	Jemma_1	Q13	2010	11	SU1405276456	51.486882, -1.7990143	Green_hay_bush	Yes	Yes	Yes	No	Above_median	Below_median	0.662023564170324
GF391	50	Jemma_2	Q1	2008	13	SU1194873670	51.46188, -1.8294093	Natural_regen	No	Yes	No	No	Above_median	Below_median	0.649883321718091
GF392	NA	Jemma_2	Q4	2008	13	SU1194873670	51.46188, -1.8294093	Natural_regen	No	Yes	No	No	Above_median	Below_median	0.694068679393173
GF393	NA	Jemma_2	Q7	2008	13	SU1194873670	51.46188, -1.8294093	Natural_regen	No	Yes	No	No	Above_median	Below_median	0.630071061990442
GF394	NA	Jemma_2	Q10	2008	13	SU1194873670	51.46188, -1.8294093	Natural_regen	No	Yes	No	No	Above_median	Below_median	0.65927785847146
GF395	NA	Jemma_2	Q13	2008	13	SU1194873670	51.46188, -1.8294093	Natural_regen	No	Yes	No	No	Above_median	Below_median	0.714262415115039
GF396	51	Jemma_7	Q1	2014	7	SU1641473039	51.456096, -1.7651546	Green_hay_bush	No	No	Yes	Yes	Above_median	Below_median	0.724581844715375
GF397	NA	Jemma_7	Q4	2014	7	SU1641473039	51.456096, -1.7651546	Green_hay_bush	No	No	Yes	Yes	Above_median	Below_median	0.472185797309387
GF398	NA	Jemma_7	Q7	2014	7	SU1641473039	51.456096, -1.7651546	Green_hay_bush	No	No	Yes	Yes	Above_median	Below_median	0.681465182170783
GF399	NA	Jemma_7	Q10	2014	7	SU1641473039	51.456096, -1.7651546	Green_hay_bush	No	No	Yes	Yes	Above_median	Below_median	0.410175285437275
GF400	NA	Jemma_7	Q13	2014	7	SU1641473039	51.456096, -1.7651546	Green_hay_bush	No	No	Yes	Yes	Above_median	Below_median	0.632494251491071
GF401	52	Jemma_4	Q1	2015	6	SU1261971802	51.44507, -1.8198169	Green_hay_bush	Yes	Yes	Yes	No	Below_median	Below_median	0.719518566758323
GF402	NA	Jemma_4	Q4	2015	6	SU1261971802	51.44507, -1.8198169	Green_hay_bush	Yes	Yes	Yes	No	Below_median	Below_median	0.714476515343695
GF403	NA	Jemma_4	Q7	2015	6	SU1261971802	51.44507, -1.8198169	Green_hay_bush	Yes	Yes	Yes	No	Below_median	Below_median	0.680167068404379
GF404	NA	Jemma_4	Q10	2015	6	SU1261971802	51.44507, -1.8198169	Green_hay_bush	Yes	Yes	Yes	No	Below_median	Below_median	0.699076066413801
GF405	NA	Jemma_4	Q13	2015	6	SU1261971802	51.44507, -1.8198169	Green_hay_bush	Yes	Yes	Yes	No	Below_median	Below_median	0.64560257334874
GF406	53	Jemma_5	Q1	2015	6	SU1538172691	51.452995, -1.7800368	seed_mix	Yes	No	Yes	No	Above_median	Below_median	0.863106724096571
GF407	NA	Jemma_5	Q4	2015	6	SU1538172691	51.452995, -1.7800368	seed_mix	Yes	No	Yes	No	Above_median	Below_median	0.74346552184831
GF408	NA	Jemma_5	Q7	2015	6	SU1538172691	51.452995, -1.7800368	seed_mix	Yes	No	Yes	No	Above_median	Below_median	0.69101953146819
GF409	NA	Jemma_5	Q10	2015	6	SU1538172691	51.452995, -1.7800368	seed_mix	Yes	No	Yes	No	Above_median	Below_median	0.790455844663079
GF410	NA	Jemma_5	Q13	2015	6	SU1538172691	51.452995, -1.7800368	seed_mix	Yes	No	Yes	No	Above_median	Below_median	0.589895560737494
GF411	54	Jemma_6	Q1	2013	8	SU1560872573	51.451928, -1.7767752	seed_mix	Yes	No	Yes	No	Above_median	Below_median	0.73243595664295
GF412	NA	Jemma_6	Q4	2013	8	SU1560872573	51.451928, -1.7767752	seed_mix	Yes	No	Yes	No	Above_median	Below_median	0.727207015670233
GF413	NA	Jemma_6	Q7	2013	8	SU1560872573	51.451928, -1.7767752	seed_mix	Yes	No	Yes	No	Above_median	Below_median	0.740590257948778
GF414	NA	Jemma_6	Q10	2013	8	SU1560872573	51.451928, -1.7767752	seed_mix	Yes	No	Yes	No	Above_median	Below_median	0.594484606069624
GF415	NA	Jemma_6	Q13	2013	8	SU1560872573	51.451928, -1.7767752	seed_mix	Yes	No	Yes	No	Above_median	Below_median	0.753357872817787
GF416	55	Jemma_9	Q1	2015	6	SU1669072674	51.452806, -1.7611995	seed_mix	Yes	No	Yes	No	Above_median	Below_median	0.558484321719822
GF417	NA	Jemma_9	Q4	2015	6	SU1669072674	51.452806, -1.7611995	seed_mix	Yes	No	Yes	No	Above_median	Below_median	0.68785023422513
GF418	NA	Jemma_9	Q7	2015	6	SU1669072674	51.452806, -1.7611995	seed_mix	Yes	No	Yes	No	Above_median	Below_median	0.42826440370382
GF419	NA	Jemma_9	Q10	2015	6	SU1669072674	51.452806, -1.7611995	seed_mix	Yes	No	Yes	No	Above_median	Below_median	0.48454614419962
GF420	NA	Jemma_9	Q13	2015	6	SU1669072674	51.452806, -1.7611995	seed_mix	Yes	No	Yes	No	Above_median	Below_median	0.677948062453003
GF421	56	HomeFarm_WoodlandTrust_Hampshire_good_1c	Q1	1994	27	SU6579941829	51.171925, -1.0602025	seed_mix	No	Yes	No	No	Below_median	Above_median	0.663580313598048
GF422	NA	HomeFarm_WoodlandTrust_Hampshire_good_1c	Q4	1994	27	SU6579941829	51.171925, -1.0602025	seed_mix	No	Yes	No	No	Below_median	Above_median	0.625137698059092
GF423	NA	HomeFarm_WoodlandTrust_Hampshire_good_1c	Q7	1994	27	SU6579941829	51.171925, -1.0602025	seed_mix	No	Yes	No	No	Below_median	Above_median	0.636250512396404
GF424	NA	HomeFarm_WoodlandTrust_Hampshire_good_1c	Q10	1994	27	SU6579941829	51.171925, -1.0602025	seed_mix	No	Yes	No	No	Below_median	Above_median	0.600895424196083
GF425	NA	HomeFarm_WoodlandTrust_Hampshire_good_1c	Q13	1994	27	SU6579941829	51.171925, -1.0602025	seed_mix	No	Yes	No	No	Below_median	Above_median	0.639221617798646
GF426	57	Crux_easton_70b1	Q1	2000	21	SU4192556251	51.303843, -1.3999827	seed_mix	No	No	Yes	Yes	Below_median	Above_median	0.847487258054491
GF427	NA	Crux_easton_70b1	Q4	2000	21	SU4192556251	51.303843, -1.3999827	seed_mix	No	No	Yes	Yes	Below_median	Above_median	0.731653004652584
GF428	NA	Crux_easton_70b1	Q7	2000	21	SU4192556251	51.303843, -1.3999827	seed_mix	No	No	Yes	Yes	Below_median	Above_median	0.762488084032028
GF429	NA	Crux_easton_70b1	Q10	2000	21	SU4192556251	51.303843, -1.3999827	seed_mix	No	No	Yes	Yes	Below_median	Above_median	0.444523302912186
GF430	NA	Crux_easton_70b1	Q13	2000	21	SU4192556251	51.303843, -1.3999827	seed_mix	No	No	Yes	Yes	Below_median	Above_median	0.753469595621946
GF431	58	Crux_easton_70b2	Q1	2002	19	SU4195056550	51.306529, -1.399589	seed_mix	Yes	No	Yes	No	Above_median	Above_median	0.73420465104225
GF432	NA	Crux_easton_70b2	Q4	2002	19	SU4195056550	51.306529, -1.399589	seed_mix	Yes	No	Yes	No	Above_median	Above_median	0.888213373313205
GF433	NA	Crux_easton_70b2	Q7	2002	19	SU4195056550	51.306529, -1.399589	seed_mix	Yes	No	Yes	No	Above_median	Above_median	0.847211133655628
GF434	NA	Crux_easton_70b2	Q10	2002	19	SU4195056550	51.306529, -1.399589	seed_mix	Yes	No	Yes	No	Above_median	Above_median	0.707043858030883
GF435	NA	Crux_easton_70b2	Q13	2002	19	SU4195056550	51.306529, -1.399589	seed_mix	Yes	No	Yes	No	Above_median	Above_median	0.805912990514668
GF436	59	Martin_Down_arabel_reversion	Q1	1957	64	SU0390520162	50.980853, -1.9457471	Natural_regen	No	No	Yes	Yes	Above_median	Above_median	0.497032027485396
GF437	NA	Martin_Down_arabel_reversion	Q4	1957	64	SU0390520162	50.980853, -1.9457471	Natural_regen	No	No	Yes	Yes	Above_median	Above_median	0.684359413772821
GF438	NA	Martin_Down_arabel_reversion	Q7	1957	64	SU0390520162	50.980853, -1.9457471	Natural_regen	No	No	Yes	Yes	Above_median	Above_median	0.735563914281247
GF439	NA	Martin_Down_arabel_reversion	Q10	1957	64	SU0390520162	50.980853, -1.9457471	Natural_regen	No	No	Yes	Yes	Above_median	Above_median	0.685152662212764
GF440	NA	Martin_Down_arabel_reversion	Q13	1957	64	SU0390520162	50.980853, -1.9457471	Natural_regen	No	No	Yes	Yes	Above_median	Above_median	0.721916588817677
GF441	60	Parsonage_down_reversion	Q1	1945	76	SU0610341686	51.174381, -1.9140803	Natural_regen	No	Yes	No	Yes	Above_median	Above_median	0.681044319607572
GF442	NA	Parsonage_down_reversion	Q4	1945	76	SU0610341686	51.174381, -1.9140803	Natural_regen	No	Yes	No	Yes	Above_median	Above_median	0.521603867100463
GF443	NA	Parsonage_down_reversion	Q7	1945	76	SU0610341686	51.174381, -1.9140803	Natural_regen	No	Yes	No	Yes	Above_median	Above_median	0.693928654442661
GF444	NA	Parsonage_down_reversion	Q10	1945	76	SU0610341686	51.174381, -1.9140803	Natural_regen	No	Yes	No	Yes	Above_median	Above_median	0.772532892363118
GF445	NA	Parsonage_down_reversion	Q13	1945	76	SU0610341686	51.174381, -1.9140803	Natural_regen	No	Yes	No	Yes	Above_median	Above_median	0.692520591524141
GF447	NA	TARGET_MartinDown	Q4	old	>100	SU0558918665	50.967378, -1.9217813	Natural_regen	No	No	Yes	No	Above_median	Above_median	0.473848862436057
GF448	NA	TARGET_MartinDown	Q7	old	>100	SU0558918665	50.967378, -1.9217813	Natural_regen	No	No	Yes	No	Above_median	Above_median	0.755317481732718
GF449	NA	TARGET_MartinDown	Q10	old	>100	SU0558918665	50.967378, -1.9217813	Natural_regen	No	No	Yes	No	Above_median	Above_median	0.717663746406925
GF450	NA	TARGET_MartinDown	Q13	old	>100	SU0558918665	50.967378, -1.9217813	Natural_regen	No	No	Yes	No	Above_median	Above_median	0.687280339868869
GF451	62	TARGET_St_Catherines	Q1	old	>100	SU4832527522	51.045025, -1.3120365	Natural_regen	No	No	Yes	No	Above_median	Above_median	0.559439195642049
GF452	NA	TARGET_St_Catherines	Q4	old	>100	SU4832527522	51.045025, -1.3120365	Natural_regen	No	No	Yes	No	Above_median	Above_median	0.724301942506424
GF453	NA	TARGET_St_Catherines	Q7	old	>100	SU4832527522	51.045025, -1.3120365	Natural_regen	No	No	Yes	No	Above_median	Above_median	0.724280670475305
GF454	NA	TARGET_St_Catherines	Q10	old	>100	SU4832527522	51.045025, -1.3120365	Natural_regen	No	No	Yes	No	Above_median	Above_median	0.730799577465413
GF455	NA	TARGET_St_Catherines	Q13	old	>100	SU4832527522	51.045025, -1.3120365	Natural_regen	No	No	Yes	No	Above_median	Above_median	0.739434093385008
GF456	63	TARGET_ParsonageDown	Q1	old	>100	SU0552141345	51.17132, -1.9224106	Natural_regen	No	No	Yes	No	Above_median	Above_median	0.67094678261051
GF457	NA	TARGET_ParsonageDown	Q4	old	>100	SU0552141345	51.17132, -1.9224106	Natural_regen	No	No	Yes	No	Above_median	Above_median	0.636189982353443
GF458	NA	TARGET_ParsonageDown	Q7	old	>100	SU0552141345	51.17132, -1.9224106	Natural_regen	No	No	Yes	No	Above_median	Above_median	0.695179231505856
GF459	NA	TARGET_ParsonageDown	Q10	old	>100	SU0552141345	51.17132, -1.9224106	Natural_regen	No	No	Yes	No	Above_median	Above_median	0.600451104240204
GF460	NA	TARGET_ParsonageDown	Q13	old	>100	SU0552141345	51.17132, -1.9224106	Natural_regen	No	No	Yes	No	Above_median	Above_median	0.63714671576903
GF461	64	TARGET_KNEPP_A New_Barn_Field	Q1	2006	15	TQ1420019600	50.964513, -0.3751305	Natural_regen	No	Yes	No	NA	Below_median	Above_median	0.460397773414893
GF462	NA	TARGET_KNEPP_A New_Barn_Field	Q4	2006	15	TQ1420019600	50.964513, -0.3751305	Natural_regen	No	Yes	No	NA	Below_median	Above_median	0.711989998165395
GF463	NA	TARGET_KNEPP_A New_Barn_Field	Q7	2006	15	TQ1420019600	50.964513, -0.3751305	Natural_regen	No	Yes	No	NA	Below_median	Above_median	0.787142152647398
GF464	NA	TARGET_KNEPP_A New_Barn_Field	Q10	2006	15	TQ1420019600	50.964513, -0.3751305	Natural_regen	No	Yes	No	NA	Below_median	Above_median	0.666849485068323
GF465	NA	TARGET_KNEPP_A New_Barn_Field	Q13	2006	15	TQ1420019600	50.964513, -0.3751305	Natural_regen	No	Yes	No	NA	Below_median	Above_median	0.423997250965172
GF466	65	Knepp_Pond_field	Q1	2003	18	TQ1410019300	50.961836, -0.3766479	Natural_regen	No	Yes	No	NA	Below_median	Above_median	0.518639906089001
GF467	NA	Knepp_Pond_field	Q4	2003	18	TQ1410019300	50.961836, -0.3766479	Natural_regen	No	Yes	No	NA	Below_median	Above_median	0.570225034283767
GF468	NA	Knepp_Pond_field	Q7	2003	18	TQ1410019300	50.961836, -0.3766479	Natural_regen	No	Yes	No	NA	Below_median	Above_median	0.455266182268799
GF469	NA	Knepp_Pond_field	Q10	2003	18	TQ1410019300	50.961836, -0.3766479	Natural_regen	No	Yes	No	NA	Below_median	Above_median	0.753217878728353
GF470	NA	Knepp_Pond_field	Q13	2003	18	TQ1410019300	50.961836, -0.3766479	Natural_regen	No	Yes	No	NA	Below_median	Above_median	0.578148354913788
GF471	66	Knepp_Benton_field	Q1	2005	16	TQ1450019800	50.966251, -0.37079737	Natural_regen	No	Yes	No	NA	Below_median	Above_median	0.704065279354709
GF472	NA	Knepp_Benton_field	Q4	2005	16	TQ1450019800	50.966251, -0.37079737	Natural_regen	No	Yes	No	NA	Below_median	Above_median	0.694424199262531
GF473	NA	Knepp_Benton_field	Q7	2005	16	TQ1450019800	50.966251, -0.37079737	Natural_regen	No	Yes	No	NA	Below_median	Above_median	0.512054755524429
GF474	NA	Knepp_Benton_field	Q10	2005	16	TQ1450019800	50.966251, -0.37079737	Natural_regen	No	Yes	No	NA	Below_median	Above_median	0.735195956229352
GF475	NA	Knepp_Benton_field	Q13	2005	16	TQ1450019800	50.966251, -0.37079737	Natural_regen	No	Yes	No	NA	Below_median	Above_median	0.727675808754918
