#SampleID	site_code_Field_No.	Site	plot_number	Year_est	Age	OS_location	Lat_long	Establishment	pH	EC	Cutting	Cattle	Sheep	Plough
GP349		ThropeManor_3	Q10	2000	21	SU0901525189	51.026001;_-1.8728325	seed_mix	8.13	28.5	1	0	1	0
GP350		ThropeManor_3	Q13	2000	21	SU0901525189	51.026001;_-1.8728325	seed_mix	8.13	28.5	1	0	1	0
GP351	42	MannorFmBroadChalke	Q1	2010	11	SU0468023121	51.007455;_-1.9346701	Green_hay_bush	8.24	24.3	0	0	1	0
GP352		MannorFmBroadChalke	Q4	2010	11	SU0468023121	51.007455;_-1.9346701	Green_hay_bush	8.24	24.3	0	0	1	0
GP353		MannorFmBroadChalke	Q7	2010	11	SU0468023121	51.007455;_-1.9346701	Green_hay_bush	8.24	24.3	0	0	1	0
GP354		MannorFmBroadChalke	Q10	2010	11	SU0468023121	51.007455;_-1.9346701	Green_hay_bush	8.24	24.3	0	0	1	0
GP355		MannorFmBroadChalke	Q13	2010	11	SU0468023121	51.007455;_-1.9346701	Green_hay_bush	8.24	24.3	0	0	1	0
GP356	43	BigleyFm_1	Q1	2014	7	ST9798720966	50.988091;_-2.0300532	seed_mix	8.1	31.3	1	1	1	1
GP357		BigleyFm_1	Q4	2014	7	ST9798720966	50.988091;_-2.0300532	seed_mix	8.1	31.3	1	1	1	1
GP358		BigleyFm_1	Q7	2014	7	ST9798720966	50.988091;_-2.0300532	seed_mix	8.1	31.3	1	1	1	1
GP359		BigleyFm_1	Q10	2014	7	ST9798720966	50.988091;_-2.0300532	seed_mix	8.1	31.3	1	1	1	1
GP360		BigleyFm_1	Q13	2014	7	ST9798720966	50.988091;_-2.0300532	seed_mix	8.1	31.3	1	1	1	1
GP361	44	BigleyFm_2	Q1	2017	4	ST9796821801	50.9956;_-2.0303288	seed_mix	7.35	46.8	1	1	1	1
GP362		BigleyFm_2	Q4	2017	4	ST9796821801	50.9956;_-2.0303288	seed_mix	7.35	46.8	1	1	1	1
GP363		BigleyFm_2	Q7	2017	4	ST9796821801	50.9956;_-2.0303288	seed_mix	7.35	46.8	1	1	1	1
GP364		BigleyFm_2	Q10	2017	4	ST9796821801	50.9956;_-2.0303288	seed_mix	7.35	46.8	1	1	1	1
GP365		BigleyFm_2	Q13	2017	4	ST9796821801	50.9956;_-2.0303288	seed_mix	7.35	46.8	1	1	1	1
GP366	45	NorringtonMannorFm_1	Q1	2009	12	ST9689721419	50.99216;_-2.0455866	seed_mix	7.83	33.5	0	0	1	1
GP367		NorringtonMannorFm_1	Q4	2009	12	ST9689721419	50.99216;_-2.0455866	seed_mix	7.83	33.5	0	0	1	1
GP368		NorringtonMannorFm_1	Q7	2009	12	ST9689721419	50.99216;_-2.0455866	seed_mix	7.83	33.5	0	0	1	1
GP369		NorringtonMannorFm_1	Q10	2009	12	ST9689721419	50.99216;_-2.0455866	seed_mix	7.83	33.5	0	0	1	1
GP370		NorringtonMannorFm_1	Q13	2009	12	ST9689721419	50.99216;_-2.0455866	seed_mix	7.83	33.5	0	0	1	1
GP371	46	NorringtonMannorFm_2	Q1	2009	12	ST9699420390	50.982907;_-2.0441957	seed_mix	8.2	28.5	0	0	1	0
GP372		NorringtonMannorFm_2	Q4	2009	12	ST9699420390	50.982907;_-2.0441957	seed_mix	8.2	28.5	0	0	1	0
GP373		NorringtonMannorFm_2	Q7	2009	12	ST9699420390	50.982907;_-2.0441957	seed_mix	8.2	28.5	0	0	1	0
GP374		NorringtonMannorFm_2	Q10	2009	12	ST9699420390	50.982907;_-2.0441957	seed_mix	8.2	28.5	0	0	1	0
GP375		NorringtonMannorFm_2	Q13	2009	12	ST9699420390	50.982907;_-2.0441957	seed_mix	8.2	28.5	0	0	1	0
GP376	47	ManorFmBerwickStJohn_1	Q1	2014	7	ST9468023123	51.007466;_-2.0772007	seed_mix	7.47	17.83	1	1	1	0
GP377		ManorFmBerwickStJohn_1	Q4	2014	7	ST9468023123	51.007466;_-2.0772007	seed_mix	7.47	17.83	1	1	1	0
GP378		ManorFmBerwickStJohn_1	Q7	2014	7	ST9468023123	51.007466;_-2.0772007	seed_mix	7.47	17.83	1	1	1	0
GP379		ManorFmBerwickStJohn_1	Q10	2014	7	ST9468023123	51.007466;_-2.0772007	seed_mix	7.47	17.83	1	1	1	0
GP380		ManorFmBerwickStJohn_1	Q13	2014	7	ST9468023123	51.007466;_-2.0772007	seed_mix	7.47	17.83	1	1	1	0
GP381	48	ManorFmBerwickStJohn_3	Q1	2018	3	ST9422022841	51.004926;_-2.0837525	seed_mix	8.36	23	1	1	1	0
GP382		ManorFmBerwickStJohn_3	Q4	2018	3	ST9422022841	51.004926;_-2.0837525	seed_mix	8.36	23	1	1	1	0
GP383		ManorFmBerwickStJohn_3	Q7	2018	3	ST9422022841	51.004926;_-2.0837525	seed_mix	8.36	23	1	1	1	0
GP384		ManorFmBerwickStJohn_3	Q10	2018	3	ST9422022841	51.004926;_-2.0837525	seed_mix	8.36	23	1	1	1	0
GP385		ManorFmBerwickStJohn_3	Q13	2018	3	ST9422022841	51.004926;_-2.0837525	seed_mix	8.36	23	1	1	1	0
GP386	49	Jemma_1	Q1	2010	11	SU1405276456	51.486882;_-1.7990143	Green_hay_bush	8.31	33.5	1	1	1	0
GP387		Jemma_1	Q4	2010	11	SU1405276456	51.486882;_-1.7990143	Green_hay_bush	8.31	33.5	1	1	1	0
GP388		Jemma_1	Q7	2010	11	SU1405276456	51.486882;_-1.7990143	Green_hay_bush	8.31	33.5	1	1	1	0
GP389		Jemma_1	Q10	2010	11	SU1405276456	51.486882;_-1.7990143	Green_hay_bush	8.31	33.5	1	1	1	0
GP390		Jemma_1	Q13	2010	11	SU1405276456	51.486882;_-1.7990143	Green_hay_bush	8.31	33.5	1	1	1	0
GP391	50	Jemma_2	Q1	2008	13	SU1194873670	51.46188;_-1.8294093	Natural_regen	7.96	104.2	0	1	0	0
GP392		Jemma_2	Q4	2008	13	SU1194873670	51.46188;_-1.8294093	Natural_regen	7.96	104.2	0	1	0	0
GP393		Jemma_2	Q7	2008	13	SU1194873670	51.46188;_-1.8294093	Natural_regen	7.96	104.2	0	1	0	0
GP394		Jemma_2	Q10	2008	13	SU1194873670	51.46188;_-1.8294093	Natural_regen	7.96	104.2	0	1	0	0
GP395		Jemma_2	Q13	2008	13	SU1194873670	51.46188;_-1.8294093	Natural_regen	7.96	104.2	0	1	0	0
GP396	51	Jemma_7	Q1	2014	7	SU1641473039	51.456096;_-1.7651546	Green_hay_bush	7.95	106.1	0	0	1	1
GP397		Jemma_7	Q4	2014	7	SU1641473039	51.456096;_-1.7651546	Green_hay_bush	7.95	106.1	0	0	1	1
GP398		Jemma_7	Q7	2014	7	SU1641473039	51.456096;_-1.7651546	Green_hay_bush	7.95	106.1	0	0	1	1
GP399		Jemma_7	Q10	2014	7	SU1641473039	51.456096;_-1.7651546	Green_hay_bush	7.95	106.1	0	0	1	1
GP400		Jemma_7	Q13	2014	7	SU1641473039	51.456096;_-1.7651546	Green_hay_bush	7.95	106.1	0	0	1	1
GP401	52	Jemma_4	Q1	2015	6	SU1261971802	51.44507;_-1.8198169	Green_hay_bush	7.31	145.8	1	1	1	0
GP402		Jemma_4	Q4	2015	6	SU1261971802	51.44507;_-1.8198169	Green_hay_bush	7.31	145.8	1	1	1	0
GP403		Jemma_4	Q7	2015	6	SU1261971802	51.44507;_-1.8198169	Green_hay_bush	7.31	145.8	1	1	1	0
GP404		Jemma_4	Q10	2015	6	SU1261971802	51.44507;_-1.8198169	Green_hay_bush	7.31	145.8	1	1	1	0
GP405		Jemma_4	Q13	2015	6	SU1261971802	51.44507;_-1.8198169	Green_hay_bush	7.31	145.8	1	1	1	0
GP406	53	Jemma_5	Q1	2015	6	SU1538172691	51.452995;_-1.7800368	seed_mix	8.2	77.7	1	0	1	0
GP407		Jemma_5	Q4	2015	6	SU1538172691	51.452995;_-1.7800368	seed_mix	8.2	77.7	1	0	1	0
GP408		Jemma_5	Q7	2015	6	SU1538172691	51.452995;_-1.7800368	seed_mix	8.2	77.7	1	0	1	0
GP409		Jemma_5	Q10	2015	6	SU1538172691	51.452995;_-1.7800368	seed_mix	8.2	77.7	1	0	1	0
GP410		Jemma_5	Q13	2015	6	SU1538172691	51.452995;_-1.7800368	seed_mix	8.2	77.7	1	0	1	0
GP411	54	Jemma_6	Q1	2013	8	SU1560872573	51.451928;_-1.7767752	seed_mix	8.54	66.9	1	0	1	0
GP412		Jemma_6	Q4	2013	8	SU1560872573	51.451928;_-1.7767752	seed_mix	8.54	66.9	1	0	1	0
GP413		Jemma_6	Q7	2013	8	SU1560872573	51.451928;_-1.7767752	seed_mix	8.54	66.9	1	0	1	0
GP414		Jemma_6	Q10	2013	8	SU1560872573	51.451928;_-1.7767752	seed_mix	8.54	66.9	1	0	1	0
GP415		Jemma_6	Q13	2013	8	SU1560872573	51.451928;_-1.7767752	seed_mix	8.54	66.9	1	0	1	0
GP416	55	Jemma_9	Q1	2015	6	SU1669072674	51.452806;_-1.7611995	seed_mix	8.22	104.9	1	0	1	0
GP417		Jemma_9	Q4	2015	6	SU1669072674	51.452806;_-1.7611995	seed_mix	8.22	104.9	1	0	1	0
GP418		Jemma_9	Q7	2015	6	SU1669072674	51.452806;_-1.7611995	seed_mix	8.22	104.9	1	0	1	0
GP419		Jemma_9	Q10	2015	6	SU1669072674	51.452806;_-1.7611995	seed_mix	8.22	104.9	1	0	1	0
GP420		Jemma_9	Q13	2015	6	SU1669072674	51.452806;_-1.7611995	seed_mix	8.22	104.9	1	0	1	0
GP421	56	HomeFarm_WoodlandTrust_Hampshire_good_1c	Q1	1994	27	SU6579941829	51.171925;_-1.0602025	seed_mix	6.62	28.4	0	1	0	0
GP422		HomeFarm_WoodlandTrust_Hampshire_good_1c	Q4	1994	27	SU6579941829	51.171925;_-1.0602025	seed_mix	6.62	28.4	0	1	0	0
GP423		HomeFarm_WoodlandTrust_Hampshire_good_1c	Q7	1994	27	SU6579941829	51.171925;_-1.0602025	seed_mix	6.62	28.4	0	1	0	0
GP424		HomeFarm_WoodlandTrust_Hampshire_good_1c	Q10	1994	27	SU6579941829	51.171925;_-1.0602025	seed_mix	6.62	28.4	0	1	0	0
GP425		HomeFarm_WoodlandTrust_Hampshire_good_1c	Q13	1994	27	SU6579941829	51.171925;_-1.0602025	seed_mix	6.62	28.4	0	1	0	0
GP426	57	Crux_easton_70b1	Q1	2000	21	SU4192556251	51.303843;_-1.3999827	seed_mix	7.78	80.7	0	0	1	1
GP427		Crux_easton_70b1	Q4	2000	21	SU4192556251	51.303843;_-1.3999827	seed_mix	7.78	80.7	0	0	1	1
GP428		Crux_easton_70b1	Q7	2000	21	SU4192556251	51.303843;_-1.3999827	seed_mix	7.78	80.7	0	0	1	1
GP429		Crux_easton_70b1	Q10	2000	21	SU4192556251	51.303843;_-1.3999827	seed_mix	7.78	80.7	0	0	1	1
GP430		Crux_easton_70b1	Q13	2000	21	SU4192556251	51.303843;_-1.3999827	seed_mix	7.78	80.7	0	0	1	1
GP431	58	Crux_easton_70b2	Q1	2002	19	SU4195056550	51.306529;_-1.399589	seed_mix	8.4	76.3	1	0	1	0
GP432		Crux_easton_70b2	Q4	2002	19	SU4195056550	51.306529;_-1.399589	seed_mix	8.4	76.3	1	0	1	0
GP433		Crux_easton_70b2	Q7	2002	19	SU4195056550	51.306529;_-1.399589	seed_mix	8.4	76.3	1	0	1	0
GP434		Crux_easton_70b2	Q10	2002	19	SU4195056550	51.306529;_-1.399589	seed_mix	8.4	76.3	1	0	1	0
GP435		Crux_easton_70b2	Q13	2002	19	SU4195056550	51.306529;_-1.399589	seed_mix	8.4	76.3	1	0	1	0
GP436	59	Martin_Down_arabel_reversion	Q1	1957	64	SU0390520162	50.980853;_-1.9457471	Natural_regen	8.23	115.8	0	0	1	1
GP437		Martin_Down_arabel_reversion	Q4	1957	64	SU0390520162	50.980853;_-1.9457471	Natural_regen	8.23	115.8	0	0	1	1
GP438		Martin_Down_arabel_reversion	Q7	1957	64	SU0390520162	50.980853;_-1.9457471	Natural_regen	8.23	115.8	0	0	1	1
GP439		Martin_Down_arabel_reversion	Q10	1957	64	SU0390520162	50.980853;_-1.9457471	Natural_regen	8.23	115.8	0	0	1	1
GP440		Martin_Down_arabel_reversion	Q13	1957	64	SU0390520162	50.980853;_-1.9457471	Natural_regen	8.23	115.8	0	0	1	1
GP441	60	Parsonage_down_reversion	Q1	1945	76	SU0610341686	51.174381;_-1.9140803	Natural_regen	8.12	89.8	0	1	0	1
GP442		Parsonage_down_reversion	Q4	1945	76	SU0610341686	51.174381;_-1.9140803	Natural_regen	8.12	89.8	0	1	0	1
GP443		Parsonage_down_reversion	Q7	1945	76	SU0610341686	51.174381;_-1.9140803	Natural_regen	8.12	89.8	0	1	0	1
GP444		Parsonage_down_reversion	Q10	1945	76	SU0610341686	51.174381;_-1.9140803	Natural_regen	8.12	89.8	0	1	0	1
GP445		Parsonage_down_reversion	Q13	1945	76	SU0610341686	51.174381;_-1.9140803	Natural_regen	8.12	89.8	0	1	0	1
GP446	61	TARGET_MartinDown	Q1	old	>100	SU0558918665	50.967378;_-1.9217813	Natural_regen	8.05	104.9	0	0	1	NA
GP447		TARGET_MartinDown	Q4	old	>100	SU0558918665	50.967378;_-1.9217813	Natural_regen	8.05	104.9	0	0	1	NA
GP448		TARGET_MartinDown	Q7	old	>100	SU0558918665	50.967378;_-1.9217813	Natural_regen	8.05	104.9	0	0	1	NA
GP449		TARGET_MartinDown	Q10	old	>100	SU0558918665	50.967378;_-1.9217813	Natural_regen	8.05	104.9	0	0	1	NA
GP450		TARGET_MartinDown	Q13	old	>100	SU0558918665	50.967378;_-1.9217813	Natural_regen	8.05	104.9	0	0	1	NA
GP451	62	TARGET_St_Catherines	Q1	old	>100	SU4832527522	51.045025;_-1.3120365	Natural_regen	7.95	184.8	0	0	1	NA
GP452		TARGET_St_Catherines	Q4	old	>100	SU4832527522	51.045025;_-1.3120365	Natural_regen	7.95	184.8	0	0	1	NA
GP453		TARGET_St_Catherines	Q7	old	>100	SU4832527522	51.045025;_-1.3120365	Natural_regen	7.95	184.8	0	0	1	NA
GP454		TARGET_St_Catherines	Q10	old	>100	SU4832527522	51.045025;_-1.3120365	Natural_regen	7.95	184.8	0	0	1	NA
GP455		TARGET_St_Catherines	Q13	old	>100	SU4832527522	51.045025;_-1.3120365	Natural_regen	7.95	184.8	0	0	1	NA
GP456	63	TARGET_ParsonageDown	Q1	old	>100	SU0552141345	51.17132;_-1.9224106	Natural_regen	8.06	112.3	0	0	1	NA
GP457		TARGET_ParsonageDown	Q4	old	>100	SU0552141345	51.17132;_-1.9224106	Natural_regen	8.06	112.3	0	0	1	NA
GP458		TARGET_ParsonageDown	Q7	old	>100	SU0552141345	51.17132;_-1.9224106	Natural_regen	8.06	112.3	0	0	1	NA
GP459		TARGET_ParsonageDown	Q10	old	>100	SU0552141345	51.17132;_-1.9224106	Natural_regen	8.06	112.3	0	0	1	NA
GP460		TARGET_ParsonageDown	Q13	old	>100	SU0552141345	51.17132;_-1.9224106	Natural_regen	8.06	112.3	0	0	1	NA
GP461	64	TARGET_KNEPP_A_New_Barn_Field	Q1	2006	15	TQ1420019600	50.964513;_-0.3751305	Natural_regen	6.72	48.7	0	1	0	NA
GP462		TARGET_KNEPP_A_New_Barn_Field	Q4	2006	15	TQ1420019600	50.964513;_-0.3751305	Natural_regen	6.72	48.7	0	1	0	NA
GP463		TARGET_KNEPP_A_New_Barn_Field	Q7	2006	15	TQ1420019600	50.964513;_-0.3751305	Natural_regen	6.72	48.7	0	1	0	NA
GP464		TARGET_KNEPP_A_New_Barn_Field	Q10	2006	15	TQ1420019600	50.964513;_-0.3751305	Natural_regen	6.72	48.7	0	1	0	NA
GP465		TARGET_KNEPP_A_New_Barn_Field	Q13	2006	15	TQ1420019600	50.964513;_-0.3751305	Natural_regen	6.72	48.7	0	1	0	NA
GP466	65	Knepp_Pond_field	Q1	2003	18	TQ1410019300	50.961836;_-0.3766479	Natural_regen	6.62	23.5	0	1	0	NA
GP467		Knepp_Pond_field	Q4	2003	18	TQ1410019300	50.961836;_-0.3766479	Natural_regen	6.62	23.5	0	1	0	NA
GP468		Knepp_Pond_field	Q7	2003	18	TQ1410019300	50.961836;_-0.3766479	Natural_regen	6.62	23.5	0	1	0	NA
GP469		Knepp_Pond_field	Q10	2003	18	TQ1410019300	50.961836;_-0.3766479	Natural_regen	6.62	23.5	0	1	0	NA
GP470		Knepp_Pond_field	Q13	2003	18	TQ1410019300	50.961836;_-0.3766479	Natural_regen	6.62	23.5	0	1	0	NA
GP471	66	Knepp_Benton_field	Q1	2005	16	TQ1450019800	50.966251;_-0.37079737	Natural_regen	6.52	27.6	0	1	0	NA
GP472		Knepp_Benton_field	Q4	2005	16	TQ1450019800	50.966251;_-0.37079737	Natural_regen	6.52	27.6	0	1	0	NA
GP473		Knepp_Benton_field	Q7	2005	16	TQ1450019800	50.966251;_-0.37079737	Natural_regen	6.52	27.6	0	1	0	NA
GP474		Knepp_Benton_field	Q10	2005	16	TQ1450019800	50.966251;_-0.37079737	Natural_regen	6.52	27.6	0	1	0	NA
GP475		Knepp_Benton_field	Q13	2005	16	TQ1450019800	50.966251;_-0.37079737	Natural_regen	6.52	27.6	0	1	0	NA
